Nom,Id_Club,Club,Catégorie,Volee_1_Score_1,Volee_1_Score_2,Volee_1_Score_3,Volee_1_Score_4,Volee_1_Score_5,Volee_1_Score_6,Volee_2_Score_1,Volee_2_Score_2,Volee_2_Score_3,Volee_2_Score_4,Volee_2_Score_5,Volee_2_Score_6,Volee_3_Score_1,Volee_3_Score_2,Volee_3_Score_3,Volee_3_Score_4,Volee_3_Score_5,Volee_3_Score_6,Volee_4_Score_1,Volee_4_Score_2,Volee_4_Score_3,Volee_4_Score_4,Volee_4_Score_5,Volee_4_Score_6,Volee_5_Score_1,Volee_5_Score_2,Volee_5_Score_3,Volee_5_Score_4,Volee_5_Score_5,Volee_5_Score_6,Volee_6_Score_1,Volee_6_Score_2,Volee_6_Score_3,Volee_6_Score_4,Volee_6_Score_5,Volee_6_Score_6
Peslier Eugenie,0289107,Brienon/Armancon,CL S1F,9,8,8,8,8,6,10,10,9,9,7,6,9,9,9,8,7,6,10,9,9,9,8,8,9,9,8,7,5,4,9,9,9,9,9,6
Peslier Eugenie,0289107,Brienon/Armancon,CL S1F,9,9,9,9,9,7,X,X,10,9,9,7,10,9,9,8,8,8,10,10,9,9,9,5,10,9,8,8,7,7,10,10,9,9,9,9
Rogazy Berangere,0169178,Brignais,CL S1F,9,9,9,8,8,7,10,10,9,9,9,8,10,9,9,9,9,8,10,9,9,9,8,8,X,X,10,9,9,9,10,9,9,9,9,8
Rogazy Berangere,0169178,Brignais,CL S1F,X,9,9,9,8,7,10,10,9,9,8,8,10,9,9,9,7,7,10,9,8,8,7,6,10,9,9,9,8,6,9,9,9,8,8,6
Devaux Jennifer,0892203,Issy Les Moulineaux,CL S1F,10,10,10,9,9,8,9,8,8,8,7,6,10,9,8,8,8,7,10,10,9,9,8,8,10,9,9,8,7,M,10,9,9,8,8,8
Devaux Jennifer,0892203,Issy Les Moulineaux,CL S1F,10,9,9,9,8,8,9,9,9,9,8,8,X,10,9,8,8,8,10,9,9,9,8,7,X,9,9,9,6,6,9,9,8,8,8,6
Vignon Anais,0169178,Brignais,CL S1F,X,9,9,8,8,7,X,9,9,9,9,8,9,9,9,8,8,8,X,10,10,9,8,8,10,10,9,9,9,8,X,X,9,8,5,5
Vignon Anais,0169178,Brignais,CL S1F,10,10,9,9,8,8,X,9,8,8,8,8,X,9,9,8,8,7,10,9,9,8,8,7,10,9,9,8,6,5,X,8,8,7,7,6
Machinet Audrey,0610019,Arcis Sur Aube,CL S1F,X,9,8,8,8,6,X,10,9,9,8,7,9,9,9,8,8,7,X,9,9,8,8,8,X,10,9,8,8,6,X,9,9,8,8,8
Machinet Audrey,0610019,Arcis Sur Aube,CL S1F,10,9,9,9,9,8,10,9,9,9,8,8,X,10,9,7,7,6,10,9,9,9,9,9,9,9,9,9,8,7,X,10,10,9,9,6
Villard Laurena,0892203,Issy Les Moulineaux,CL S1F,10,10,9,9,8,8,10,9,9,9,9,8,9,9,9,9,8,7,10,10,10,9,9,8,9,9,8,8,7,7,X,10,9,9,8,8
Villard Laurena,0892203,Issy Les Moulineaux,CL S1F,10,9,9,9,9,8,9,9,8,8,8,7,10,10,9,9,9,8,X,10,9,8,8,7,10,10,10,10,9,9,10,10,9,9,8,6
Cohendet Angeline,0169178,Brignais,CL S1F,10,9,9,9,9,8,X,9,9,9,9,8,10,10,9,9,9,8,X,X,10,9,9,9,X,9,8,8,8,7,9,9,9,8,8,8
Cohendet Angeline,0169178,Brignais,CL S1F,10,10,9,9,8,8,10,9,9,9,9,8,10,9,9,8,8,8,10,10,9,9,8,8,X,10,10,9,9,8,X,10,10,9,9,8
Machinet Melanie,0610019,Arcis Sur Aube,CL S1F,9,9,9,9,8,8,9,7,7,7,7,5,10,9,9,8,8,7,X,9,8,8,6,5,8,8,8,7,6,5,9,9,8,8,8,6
Machinet Melanie,0610019,Arcis Sur Aube,CL S1F,10,9,7,7,6,6,10,10,10,8,8,3,9,8,7,7,6,5,9,8,8,7,6,5,10,9,7,7,6,6,X,9,9,8,8,7
Tong Emma,0892203,Issy Les Moulineaux,CL U21F,10,9,8,8,8,7,9,9,8,8,8,7,10,9,8,8,8,8,9,9,8,8,8,6,X,9,9,8,8,8,10,10,10,9,7,7
Tong Emma,0892203,Issy Les Moulineaux,CL U21F,X,10,9,8,7,6,X,9,9,9,8,8,X,10,9,8,8,6,10,8,8,8,8,6,9,9,8,8,8,7,9,8,8,8,7,6
Coupard Anael,0335067,Rennes Cie,CL S1F,X,10,8,8,7,7,9,9,9,9,8,8,10,9,9,9,8,8,X,9,9,9,9,7,X,10,8,8,8,7,X,10,9,8,8,7
Coupard Anael,0335067,Rennes Cie,CL S1F,10,10,9,9,9,7,X,10,10,8,8,8,X,9,9,9,9,9,10,9,9,7,7,6,10,9,9,9,8,7,10,9,9,9,9,8
Valour Delphine,0893225,Neuilly Sur Marne,CL S2F,9,9,7,7,7,6,9,9,8,8,7,7,10,10,9,8,7,7,10,9,9,8,7,7,9,9,9,8,8,6,10,8,8,8,8,6
Valour Delphine,0893225,Neuilly Sur Marne,CL S2F,X,9,9,8,7,5,10,9,9,7,7,6,9,9,8,8,6,6,9,9,8,7,6,5,9,9,9,8,8,8,9,9,9,8,8,7
Scheppers Madison,0892203,Issy Les Moulineaux,CL S1F,10,10,9,9,9,8,X,10,9,9,9,9,10,9,9,9,9,8,X,9,9,8,8,8,10,10,10,9,9,7,X,8,8,8,8,8
Scheppers Madison,0892203,Issy Les Moulineaux,CL S1F,9,9,8,8,7,6,10,9,9,9,8,8,X,10,9,8,8,8,10,10,9,9,9,8,9,9,9,9,9,7,9,8,8,8,8,7
Durel Jeanne,0335067,Rennes Cie,CL S1F,10,10,8,3,M,M,9,8,8,7,7,6,10,9,8,8,8,8,9,9,9,8,7,M,8,8,7,6,5,3,10,9,9,8,8,7
Durel Jeanne,0335067,Rennes Cie,CL S1F,10,9,9,8,7,3,9,8,8,8,7,7,8,8,8,8,7,6,9,9,9,8,8,M,9,8,8,7,5,M,X,10,7,7,7,M
Lejeune Marie,0893225,Neuilly Sur Marne,CL S1F,9,9,9,8,8,8,X,10,9,9,7,7,X,10,9,8,8,7,X,10,9,9,8,8,10,9,9,9,9,9,10,10,9,9,9,8
Lejeune Marie,0893225,Neuilly Sur Marne,CL S1F,X,10,9,9,8,8,10,9,9,9,9,8,X,9,8,8,8,7,X,10,9,9,9,8,9,9,9,8,8,7,10,9,9,9,9,8
Bresson Celia,0892203,Issy Les Moulineaux,CL S1F,9,9,8,8,6,M,X,9,9,7,7,5,9,8,8,6,6,5,X,10,9,9,8,7,9,9,9,8,7,6,X,9,8,7,7,6
Bresson Celia,0892203,Issy Les Moulineaux,CL S1F,X,9,9,9,8,6,10,9,8,8,8,8,10,10,9,9,8,8,10,10,9,8,8,8,10,9,9,9,8,7,10,9,9,8,7,4
Devaux Laura,0335067,Rennes Cie,CL U18F,9,9,9,9,7,7,10,8,7,7,7,5,10,9,7,7,7,7,10,8,8,8,8,6,10,9,8,8,8,7,X,9,9,8,7,6
Devaux Laura,0335067,Rennes Cie,CL U18F,X,9,9,8,7,7,10,9,7,7,6,6,10,9,8,8,7,6,10,10,10,9,8,8,X,9,9,8,8,7,10,9,9,8,7,5
Twardawa Coralie,0893225,Neuilly Sur Marne,CL S1F,X,X,X,X,10,9,8,8,8,7,7,6,10,9,8,8,7,7,X,9,9,8,8,7,10,9,9,9,8,8,X,9,9,8,8,8
Twardawa Coralie,0893225,Neuilly Sur Marne,CL S1F,10,9,8,8,8,8,10,10,10,9,9,7,X,X,8,8,8,4,9,9,9,8,8,7,X,10,9,8,7,6,9,9,9,8,8,7
Blondel Elisa,0950072,Cherbourg En Cotentin,CL S1F,9,9,9,8,8,8,X,9,9,8,7,6,10,9,9,9,8,6,10,10,8,8,8,8,X,X,10,8,7,6,X,X,9,9,7,6
Blondel Elisa,0950072,Cherbourg En Cotentin,CL S1F,9,9,8,8,7,7,8,8,8,8,8,6,9,9,9,8,7,6,10,9,9,9,8,3,X,9,9,9,9,5,10,9,7,7,7,6
Idensen Elina,0335067,Rennes Cie,CL S1F,10,9,9,9,8,7,X,9,9,9,9,8,10,10,9,9,9,6,X,X,10,10,9,8,X,10,10,9,9,8,10,9,9,9,8,7
Idensen Elina,0335067,Rennes Cie,CL S1F,X,X,10,9,9,9,X,10,9,9,9,8,X,9,9,9,8,7,X,9,9,9,8,8,10,9,9,9,9,7,10,10,9,9,8,7
Ferriou Carole,0893225,Neuilly Sur Marne,CL S2F,9,8,8,8,8,5,9,8,8,7,6,4,9,8,8,8,8,6,9,9,9,8,8,6,9,9,8,8,6,6,X,9,9,8,8,5
Ferriou Carole,0893225,Neuilly Sur Marne,CL S2F,8,8,7,7,6,6,10,10,10,9,8,3,9,9,9,8,6,6,9,9,9,8,8,6,10,9,8,7,7,7,X,9,8,6,5,4
Fouace-Peoux Alexandra,0950072,Cherbourg En Cotentin,CL S2F,9,8,8,7,6,6,8,8,7,6,5,5,X,10,9,9,8,7,9,9,9,9,7,6,10,10,9,8,6,6,10,10,9,9,8,7
Fouace-Peoux Alexandra,0950072,Cherbourg En Cotentin,CL S2F,9,9,8,8,8,6,8,8,7,7,7,6,10,10,9,8,8,8,9,9,8,8,7,3,10,8,8,7,6,M,9,8,8,7,7,6
Danes Agathe,0335067,Rennes Cie,CL U18F,X,10,9,8,8,7,8,8,8,8,7,6,10,10,9,8,7,6,10,9,9,9,9,9,10,9,8,7,7,7,9,9,8,7,6,5
Danes Agathe,0335067,Rennes Cie,CL U18F,X,9,9,8,7,6,9,8,8,7,7,7,10,9,9,8,8,7,10,8,8,7,6,6,10,9,9,8,8,6,9,9,8,8,8,7
